file,offset,japanese,english
06816.md1,0x1558,最大HPを全キャラ500加算してゲーム開始できます,Add 500 max HP to everyone.
06816.md1,0x1588,最大HP増加,Max HP Up
06816.md1,0x1598,"それぞれの特技・晶術を習得した時点で
追加専用エンチャントを習得できます","Learn the added-only enchant as
soon as you learn each arte."
06816.md1,0x15E0,追加発動技即習得,Instant Add Artes
06816.md1,0x15F8,"装備武具のスロットを初期装備武具に付加して
ゲーム開始できます","Add your equipment slots to the
starting gear."
06816.md1,0x1638,スロット引継ぎ,Carry Slots
06816.md1,0x1648,"追加発動技を除いたエンチャントを引き継いで
ゲーム開始できます","Carry over enchants, except
added-trigger artes."
06816.md1,0x1688,エンチャント引継ぎ,Carry Enchants
06816.md1,0x16A0,所持晶術を引き継いでゲーム開始できます,Carry over your spells.
06816.md1,0x16C8,晶術引継ぎ,Carry Spells
06816.md1,0x16D8,所持特技を引き継いでゲーム開始できます,Carry over your skills.
06816.md1,0x1700,特技引継ぎ,Carry Skills
06816.md1,0x1710,"特技・晶術の使用回数を引き継いで
ゲーム開始できます","Carry over the use counts of
skills and spells."
06816.md1,0x1748,使用回数引継ぎ,Carry Counts
06816.md1,0x1758,"選択可能な難易度と、称号を
引き継いでゲーム開始できます","Carry over unlocked difficulty
levels and titles."
06816.md1,0x1790,難易度・称号引継ぎ,Carry Diff/Titles
06816.md1,0x17A8,"余ったGRADEは持ち越されます。
今回は何も使わずに、
この次のゲーム開始時に使ってみるのもお勧めです","Leftover GRADE carries over.
You can also spend nothing now
and save it for the next game."
06816.md1,0x1810,"ゲームクリア時の戦闘評点(GRADE)を使って、
様々な条件でゲームを開始することができます","Use the battle rating (GRADE) you
earned to start under various conditions."
06816.md1,0x1868,ゲームクリアおめでとうございます！,Congratulations on clearing the game!
06816.md1,0x19C8,"<button:00000035>購入切替
<button:00000036>終了
<button:00000037>説明切替
<button:00000038>やり直し","<button:00000035>Buy Mode
<button:00000036>Exit
<button:00000037>Info
<button:00000038>Redo"
06816.md1,0x1A18,        購入  ,        Buy  
06816.md1,0x2401,-秘奥義-,-Mystic-
06822.md1,0x1CC1,装身具,Trinket
08055.md1,0x52590,異常耐性,Ailment Res
08055.md1,0x525A0,HP回復,HP Rec
08055.md1,0x525A8,闇抵抗,Dark
08055.md1,0x525B0,光抵抗,Light
08055.md1,0x525B8,風抵抗,Wind
08055.md1,0x525C0,火抵抗,Fire
08055.md1,0x525C8,水抵抗,Water
08055.md1,0x525D0,地抵抗,Earth
08055.md1,0x525D8,詠唱,Cast
08055.md1,0x525E0,TP回復,TP Rec
08055.md1,0x525E8,SP回復,SP Rec
08055.md1,0x525F0,幸運,Luck
08055.md1,0x525F8,回避,Evade
08055.md1,0x52600,命中,Hit
08055.md1,0x52608,知性,Int
08055.md1,0x52610,防御,Def
08055.md1,0x52618,攻撃,Atk
08055.md1,0x52620,停止,Stop
08055.md1,0x52628,鈍足,Slow
08055.md1,0x52630,凍結,Freeze
08055.md1,0x52638,麻痺,Para
08055.md1,0x52640,衰弱,Weak
08055.md1,0x52648,毒,Poison
08055.md1,0x52710,　特技と同様、奥義から繋がる<color:00000006>秘奥義<color:00000007>を習得しましたが、,"  You learned a <color:00000006>Mystic Arte<color:00000007> after an Arcane Arte,"
08055.md1,0x526C8,条件として<color:00000005>SP100%<color:00000007>とあります。奥義中にSPは減少するので、,"but it requires <color:00000005>SP 100%<color:00000007>. SP drops during an Arcane Arte,"
08055.md1,0x52690,普段は使用できませんが、一定時間SPが常にフルに保たれる,"so normally you cannot use it. But while SP stays full,"
08055.md1,0x52650,状態、すなわち<color:00000006>スピリッツブラスター<color:00000007>時がチャンス！,"that is, during <color:00000006>Spirits Blaster<color:00000007>, is your chance!"
08055.md1,0x52840,　<Kyle>は特技習得後、<color:00000006>追加特技<color:00000007>のエンチャントを習得します。,"  After learning a Skill, <Kyle> gets the <color:00000006>Added Skill<color:00000007> enchant."
08055.md1,0x527F8,<color:00000006>蒼破追蓮<color:00000007>は蒼破刃専用の追加技で、使用回数が５０以上あれば、,"<color:00000006>Souha Tsuiren<color:00000007> is exclusive to Souhajin. At 50+ uses,"
08055.md1,0x527B0,メニュー<color:00000005>エンチャント<color:00000007>から<color:00000004>アクション<color:00000007>に装備できます。,equip it to <color:00000004>Action<color:00000007> from the <color:00000005>Enchant<color:00000007> menu.
08055.md1,0x52770,　蒼破刃を出した後、<button:0000003D><color:00000006>を押し続け<color:00000007>ると発動します。,"  After using Souhajin, <color:00000006>hold<color:00000007> <button:0000003D> to trigger it."
08055.md1,0x52948,　<color:00000006>奥義<color:00000007>は「特技の上位技」と認識してください。同様に,"  Think of <color:00000006>Arcane Artes<color:00000007> as higher Skills. Likewise,"
08055.md1,0x52910,メニュー<color:00000005>術・技<color:00000007>から<button:0000003E>にセットできます。,set them to <button:0000003E> from the <color:00000005>Artes<color:00000007> menu.
08055.md1,0x528C0,　最大の相違点は、<color:00000006>特技の使用中に入力すること<color:00000007>で連続攻撃になる、,  The key difference: <color:00000006>input during a Skill<color:00000007> chains into a combo.
08055.md1,0x528A8,ということです。,That is the point.
08055.md1,0x52AB8,　<color:00000006>エンチャント<color:00000007>とは、特技、晶術に装備し能力を強化するものです。,  <color:00000006>Enchants<color:00000007> attach to Skills and Spells to strengthen them.
08055.md1,0x52A68,装備にはそれぞれの特技、晶術の使用回数<color:00000006>（COUNT）<color:00000007>を必要とします。,Equipping one needs that Skill or Spell's use <color:00000006>COUNT<color:00000007>.
08055.md1,0x52A20,メニュー<color:00000005>エンチャント<color:00000007>から４０回以上使用している特技を選択し、,"From the <color:00000005>Enchant<color:00000007> menu, pick a Skill used 40 or more times,"
08055.md1,0x529D8,<color:00000006>攻撃力アップ<color:00000007>を装備すると、ダメージを増やす事ができます。,then equip <color:00000006>Attack Up<color:00000007> to increase the damage it deals.
08055.md1,0x529A0,　エンチャントは<button:00000028>で装備を外すことも可能です。,  Enchants can also be removed with <button:00000028>.
08055.md1,0x52C28,　晶術も特技と同様に、メニュー<color:00000005>術・技<color:00000007>から<button:0000003E>にセットできます。,"  Spells, like Skills, are set to <button:0000003E> from the <color:00000005>Artes<color:00000007> menu."
08055.md1,0x52BE0,晶術は<color:00000006>TP<color:00000007>と詠唱時間を必要としますが、奥の敵を直接狙えるなどの,"Spells cost <color:00000006>TP<color:00000007> and cast time, but can strike distant foes"
08055.md1,0x52BA0,利点があり、詠唱中、<button:0000003E>を押しながら<button:00000021>を押すことで、,"directly. While casting, hold <button:0000003E> and press <button:00000021> to"
08055.md1,0x52B78,攻撃目標を変更することができます。,change the spell's target.
08055.md1,0x52B28,　また、<color:00000005>SP<color:00000007>が切れた時に晶術を使いつつ回復を待つ作戦も有効です。,"  When <color:00000005>SP<color:00000007> runs dry, casting while it recovers is a fine tactic."
08055.md1,0x52E40,　特技を習得すると、メニュー<color:00000005>術・技<color:00000007>から特技をセットできます。,  Learn a Skill and you can set it from the <color:00000005>Artes<color:00000007> menu.
08055.md1,0x52E00,セットした特技は、方向キーと<button:0000003E>の組み合わせで使用できます。,A Skill you have set is used with a direction key plus <button:0000003E>.
08055.md1,0x52DC0,特技は<color:00000006>TP<color:00000007>が必要になりますが、通常攻撃より高いダメージ,"Skills cost <color:00000006>TP<color:00000007>, but deal more damage than a normal"
08055.md1,0x52D78,を与え、また、<color:00000006>通常攻撃中に入力を行うと<color:00000007>連続攻撃が可能です。,"attack, and <color:00000006>input during a normal attack<color:00000007> allows combos."
08055.md1,0x52D20,　<color:00000006>オート操作<color:00000007>の<Loni>は、戦闘中にHP量に応じて,"  On <color:00000006>Auto<color:00000007>, <Loni> tracks your HP in battle and"
08055.md1,0x52CE8,回復晶術をかけてくれます。どの状況で使用するかは,"casts healing spells. To choose when he does so,"
08055.md1,0x52CC8,メニュー<color:00000005>作戦<color:00000007>で<Loni>の,open <color:00000005>Tactics<color:00000007> and set
08055.md1,0x52C98,<color:00000004>防御<color:00000007>の設定を変更してください。,<Loni>'s <color:00000004>Defense<color:00000007> setting.
08055.md1,0x52EE8,装備品が全滅した・・・,Equipment wiped out...
08055.md1,0x52F38,スロット効果が発動し、,Slot effect activated:
08055.md1,0x52F10,対スロットLV上昇,Anti-Slot LV up
08055.md1,0x52F28,最大ＨＰが上昇,Max HP up
08055.md1,0x52F00,しました,!
08055.md1,0x52F50,弱:,Weak:
08055.md1,0x52F58,耐:,Res:
08055.md1,0x52F60,闇,Dark
08055.md1,0x52F68,光,Light
08055.md1,0x52F70,風,Wind
08055.md1,0x52F78,火,Fire
08055.md1,0x52F80,水,Water
08055.md1,0x52F88,地,Earth
08055.md1,0x52F90,具現結晶,Lens Crystal
08055.md1,0x52FA0,追加晶術,Added Spell
08055.md1,0x52FB8,追加特技,Added Skill
08055.md1,0x53060,－秘奥義－,-Mystic Arte-
08055.md1,0x52FE0,称号「<color:00000006>,"Title ""<color:00000006>"
08055.md1,0x52FC8,<color:00000007>」を得ました,"<color:00000007>"" acquired!"
08055.md1,0x53008,を料理しました, is ready!
08055.md1,0x53018,の,'s 
08055.md1,0x52FF0,が、なんか失敗・・, flopped somehow...
08055.md1,0x53040,スペル,Spell
08055.md1,0x53048,スキル,Skill
08055.md1,0x53050,エンチャント,Enchant
08055.md1,0x530B0,自爆した！,Self-destruct!
08055.md1,0x530C0,逃走した・・・,Fled...
08055.md1,0x530D0,全滅した・・・,Wiped out...
08055.md1,0x52FB0,秘奥義,Mystic
08055.md1,0x53038,を習得, gained
08055.md1,0x53070,設定,Config
08055.md1,0x53078,状態,Status
08055.md1,0x53080,料理,Cooking
08055.md1,0x53088,付加,Enchant
08055.md1,0x53090,道具,Items
08055.md1,0x53098,装備,Equip
08055.md1,0x530A0,作戦,Tactics
08055.md1,0x530A8,術技,Artes
08996.md1,0x2B900,アイグレッテ・倉庫,Aigrette - Warehouse
08996.md1,0x2B918,外殻,Shell
08996.md1,0x2B920,大陸西部の坑道,Western Mine
08996.md1,0x2B930,大陸南部の坑道,Southern Mine
08996.md1,0x2B940,大陸北部の坑道,Northern Mine
08996.md1,0x2B950,フィールド・スパイラルケイブ周辺,Field - Spiral Cave Area
08996.md1,0x2B978,フィールド・地上軍拠点北部,Field - Er'ther Base North
08996.md1,0x2B998,フィールド・地上軍拠点周辺,Field - Er'ther Base Area
08996.md1,0x2B9B8,フィールド・レアルタ周辺,Field - Realta Area
08996.md1,0x2B9D8,フィールド・スペランツァ周辺,Field - Speranza Area
08996.md1,0x2B9F8,フィールド・ヴァンジェロ周辺,Field - Vangelo Area
08996.md1,0x2BA18,フィールド・カルバレイス北部,Field - Calvalese North
08996.md1,0x2BA38,フィールド・カルバレイス南部,Field - Calvalese South
08996.md1,0x2BA58,フィールド・海上,Field - At Sea
08996.md1,0x2BA70,フィールド・デビルズリーフ,Field - Devil's Reef
08996.md1,0x2BA90,フィールド・カルバレイス地方,Field - Calvalese Region
08996.md1,0x2BAB0,フィールド・フィッツガルド地方,Field - Fitzgald Region
08996.md1,0x2BAD0,フィールド・アクアヴェイル地方,Field - Aquaveil Region
08996.md1,0x2BAF0,フィールド・ファンダリア南東諸島,Field - Phandaria SE Isles
08996.md1,0x2BB18,フィールド・ファンダリア地方,Field - Phandaria Region
08996.md1,0x2BB38,フィールド・セインガルド地方,Field - Seinegald Region
08996.md1,0x2C1C0,霧が濃いため着陸できません,The fog is too thick to land.
08996.md1,0x2C1E0,着陸できない地形です,No place to land here.
08996.md1,0x2C200,高度を下げてください,Please lower your altitude.
09028.pak0,0xFFA47,いってらっしゃいませ,Have a good day.
09028.pak0,0xFFA6A,"ガルドになりますが
お泊まりになりますか？","Gald a night.
Would you like to stay?"
09028.pak0,0xFFA94,お泊まりになりますか？,Stay the night?
09028.pak0,0xFFAB7,"　はい　
　いいえ　"," Yes 
 No "
09028.pak0,0xFFACB,ごゆっくりお休みください,Have a good night.
09028.pak0,0xFFAE4,おはようございます,Good morning.
09028.pak0,0xFFAF7,お金が足りません,Not enough Gald.
09028.pak0,0xFFB08,またのおこしをお待ちしております,See you again soon.
09028.pak0,0xFFB89,{16}{25}{B6}{C0}を手に入れました,Acquired {16}{25}{B6}{C0}.
09028.pak0,0xFFBA5,<item:FFFFFFFF>を手に入れました,Acquired <item:FFFFFFFF>.
09028.pak0,0xFFBC2,"{16}{25}{BE}{C0}がありましたが
いっぱいで持てませんでした","Found {16}{25}{BE}{C0}, but
your inventory is full."
09028.pak0,0xFFBF7,何もありません,Nothing here.
09028.pak0,0xFFC6C,定期船イベントエントリー,Ferry Event Entry
09028.pak0,0xFFC85,通常エントリー[現代],Normal [Present]
09028.pak0,0xFFC9A,"西：大陸西部の坑道
　　（ノイシュタット方面）
北：リーネ","W: Western Mine
   (toward Neuestadt)
N: Lien"
09028.pak0,0xFFCD3,"西：オベロン社廃坑
南：ノイシュタット","W: Oberon Mine
S: Neuestadt"
09028.pak0,0xFFCF9,"西：ダリルシェイド
東：ラグナ遺跡","W: Darilsheid
E: Laguna Ruins"
09028.pak0,0xFFD1B,クレスタ～ダリルシェイド街道,Cresta-Darilsheid Road
09028.pak0,0xFFD38,ダリルシェイド,Darilsheid
09028.pak0,0xFFD47,"北：ハーメンツヴァレー
南：ダリルシェイド","N: Harmentz Valley
S: Darilsheid"
09028.pak0,0xFFD71,"北：ハイデルベルグ
西：地上軍拠点跡地","N: Heidelberg
W: Er'ther Ruins"
09028.pak0,0xFFD97,"西：大陸西部の坑道
　　（ノイシュタット方面）
南：大陸北部の坑道","W: Western Mine
   (toward Neuestadt)
S: Northern Mine"
09028.pak0,0xFFDD8,これより北、ダリルシェイド,North: Darilsheid
09028.pak0,0xFFDF3,"北：坑道南西出入口
西：ノイシュタット方面
東：リーネ方面","N: Mine SW Exit
W: toward Neuestadt
E: toward Lien"
09028.pak0,0xFFE2C,クレスタの街,Cresta
09028.pak0,0xFFE39,デュナミス孤児院,Dunamis Home
09028.pak0,0xFFE4A,クレスタの街,Cresta
09028.pak0,0xFFE57,ラグナ遺跡,Laguna
09028.pak0,0xFFE62,古都ダリルシェイド,Old Darilsheid
09028.pak0,0xFFE75,古都ダリルシェイド,Old Darilsheid
09028.pak0,0xFFE88,地上軍拠点跡地,Er'ther Ruins
09028.pak0,0xFFE97,ハーメンツヴァレー,Harmentz Valley
09028.pak0,0xFFEAA,ハーメンツヴァレー,Harmentz Valley
09028.pak0,0xFFEBD,アイグレッテ・グランドバザール,Aigrette Grand Bazaar
09028.pak0,0xFFEDC,アイグレッテ・門前町,Aigrette - Gate Town
09028.pak0,0xFFEF1,アイグレッテ・門前町,Aigrette - Gate Town
09028.pak0,0xFFF06,アイグレッテ港,Port Aigrette
09028.pak0,0xFFF15,ハイデルベルグ,Heidelberg
09028.pak0,0xFFF24,ハイデルベルグ,Heidelberg
09028.pak0,0xFFF33,ハイデルベルグ,Heidelberg
09028.pak0,0xFFF42,ハイデルベルグ,Heidelberg
09028.pak0,0xFFF51,ハイデルベルグ,Heidelberg
09028.pak0,0xFFF60,リーネの村,Lienea
09028.pak0,0xFFF6B,リーネの村,Lienea
09028.pak0,0xFFF76,大陸北部の坑道・北側出入口,Northern Mine - N Exit
09028.pak0,0xFFF91,大陸北部の坑道・南側出入口,Northern Mine - S Exit
09028.pak0,0xFFFAC,大陸西部の坑道・北東出入口,Western Mine - NE Exit
09028.pak0,0xFFFC7,大陸西部の坑道・南東出入口,Western Mine - SE Exit
09028.pak0,0xFFFE2,大陸西部の坑道・南西出入口,Western Mine - SW Exit
09028.pak0,0xFFFFD,大陸西部の坑道・北西出入口,Western Mine - NW Exit
09028.pak0,0x100018,大陸南部の坑道・北西出入口,Southern Mine - NW Exit
09028.pak0,0x100033,大陸南部の坑道・南側出入口,Southern Mine - S Exit
09028.pak0,0x10004E,大陸南部の坑道・北東出入口,Southern Mine - NE Exit
09028.pak0,0x100069,山小屋,Cabin
09028.pak0,0x100070,オベロン社廃坑,Oberon Mine
09028.pak0,0x10007F,スノーフリア,Snowfria
09028.pak0,0x10008C,ノイシュタット,Neuestadt
09028.pak0,0x10009B,チェリク,Cherik
09028.pak0,0x1000A4,チェリク,Cherik
09028.pak0,0x1000AD,ホープタウン,Hope Town
09028.pak0,0x1000BA,ホープタウン,Hope Town
09028.pak0,0x1000C7,カルビオラ,Kalviola
09028.pak0,0x1000D2,アクアヴェイル,Aquaveil
09028.pak0,0x1000E1,チェルシーの小屋,Chelsea's Hut
09028.pak0,0x1000F2,小さな家,House
09028.pak0,0x1000FB,鍛冶屋のテント,Smith's Tent
09028.pak0,0x10010A,ねこにんの村,Katz Village
09028.pak0,0x100117,小屋,Hut
09028.pak0,0x10019E,"ボタンで全ての箱を初期位置に戻すことができます。
その際、自分も入口に戻されます","returns all boxes to their start positions.
You return to the entrance too."
09028.pak0,0x1001EE,大陸北部の坑道・北側出入口,Northern Mine - N Exit
09028.pak0,0x100209,大陸北部の坑道・南側出入口,Northern Mine - S Exit
09028.pak0,0x100224,大陸南部の坑道・北西出入口,Southern Mine - NW Exit
09028.pak0,0x10023F,大陸南部の坑道・南側出入口,Southern Mine - S Exit
09028.pak0,0x10025A,大陸南部の坑道・北東出入口,Southern Mine - NE Exit
09028.pak0,0x100275,大陸西部の坑道・北東出入口,Western Mine - NE Exit
09028.pak0,0x100290,大陸西部の坑道・北西出入口,Western Mine - NW Exit
09028.pak0,0x1002AB,大陸西部の坑道・南東出入口,Western Mine - SE Exit
09028.pak0,0x1002C6,大陸西部の坑道・南西出入口,Western Mine - SW Exit
09028.pak0,0x1002EC,"クリア！！
","Clear!!
"
09028.pak0,0x1002FF,"やり直しますか？<03:00000000>
　はい
　いいえ
","Try again?<03:00000000>
 Yes
 No
"
09028.pak0,0x10032B,箱の位置がリセットされました。,Box positions reset.
09028.pak0,0x100350,"飛行竜にアンカーを撃ち込む！
背中から飛行竜に乗り移るんだ！
用意はいいか！","Fire the anchor into the Flying Dragon!
Jump across onto its back!
Ready?"
09028.pak0,0x1003A1,いつでもいける！,Ready anytime!
09028.pak0,0x1003B8,よしっ！アンカー射出！,All right! Anchor away!
09028.pak0,0x1003D5,"おい！俺たちも巻き込まれちまうぞ!?
なにやってんだ、<Judas>！逃げろ！","Hey! We'll get caught in it too!?
What are you doing, <Judas>!? Run!"
09028.pak0,0x10041E,"くそっ！出力が上がらない！
どうなっているんだ!?","Damn! The output won't rise!
What's going on!?"
09028.pak0,0x100454,ダメだっ！間に合わねぇ！,Damn! We won't make it!
09028.pak0,0x100473,うわぁー！,Waaah!
09028.pak0,0x100484,きゃぁー！,Kyaaah!
09028.pak0,0x100495,うわぁー！,Waaah!
09028.pak0,0x1004A6,きゃぁー！,Kyaaah!
09028.pak0,0x1004B7,うわぁー！,Waaah!
09028.pak0,0x1004E6,"全面クリア！！
","All Clear!!
"
09028.pak0,0x1004FD,"終了しますか？<03:00000000>
　はい
　いいえ
","Quit?<03:00000000>
 Yes
 No
"
09028.pak0,0x100549,"　やり直す
　終了する
　キャンセル
"," Retry
 Quit
 Cancel
"
09029.pak0,0xFE019,いってらっしゃいませ,Have a good day.
09029.pak0,0xFE03C,"ガルドになりますが
お泊まりになりますか？","Gald a night.
Would you like to stay?"
09029.pak0,0xFE066,お泊まりになりますか？,Stay the night?
09029.pak0,0xFE089,"　はい　
　いいえ　"," Yes 
 No "
09029.pak0,0xFE09D,ごゆっくりお休みください,Have a good night.
09029.pak0,0xFE0B6,おはようございます,Good morning.
09029.pak0,0xFE0C9,お金が足りません,Not enough Gald.
09029.pak0,0xFE0DA,またのおこしをお待ちしております,See you again soon.
09029.pak0,0xFE15B,{16}{25}{B6}{C0}を手に入れました,Acquired {16}{25}{B6}{C0}.
09029.pak0,0xFE177,<item:FFFFFFFF>を手に入れました,Acquired <item:FFFFFFFF>.
09029.pak0,0xFE194,"{16}{25}{BE}{C0}がありましたが
いっぱいで持てませんでした","Found {16}{25}{BE}{C0}, but
your inventory is full."
09029.pak0,0xFE1C9,何もありません,Nothing here.
09029.pak0,0xFE21D,通常エントリー[未来],Normal [Future]
09029.pak0,0xFE232,看板テスト！未来,Sign Test Future
09029.pak0,0xFE243,アイグレッテ,Aigrette
09029.pak0,0xFE250,アイグレッテ,Aigrette
09029.pak0,0xFE25D,アイグレッテ,Aigrette
09029.pak0,0xFE26A,アイグレッテ港,Port Aigrette
09029.pak0,0xFE279,チェリク,Cherik
09029.pak0,0xFE282,チェリク,Cherik
09029.pak0,0xFE28B,ヒートリバー,Heat River
09029.pak0,0xFE298,ヒートリバー,Heat River
09029.pak0,0xFE2A5,ホープタウン,Hope Town
09029.pak0,0xFE2B2,ホープタウン,Hope Town
09029.pak0,0xFE2BF,トラッシュマウンテン,Trash Mountain
09029.pak0,0xFE2D4,トラッシュマウンテン,Trash Mountain
09029.pak0,0xFE2E9,聖地カルビオラ,Holy Kalviola
09030.pak0,0x101222,いってらっしゃいませ,Have a good day.
09030.pak0,0x101245,"ガルドになりますが
お泊まりになりますか？","Gald a night.
Would you like to stay?"
09030.pak0,0x10126F,お泊まりになりますか？,Stay the night?
09030.pak0,0x101292,"　はい　
　いいえ　"," Yes 
 No "
09030.pak0,0x1012A6,ごゆっくりお休みください,Have a good night.
09030.pak0,0x1012BF,おはようございます,Good morning.
09030.pak0,0x1012D2,お金が足りません,Not enough Gald.
09030.pak0,0x1012E3,またのおこしをお待ちしております,See you again soon.
09030.pak0,0x101364,{16}{25}{B6}{C0}を手に入れました,Acquired {16}{25}{B6}{C0}.
09030.pak0,0x101380,<item:FFFFFFFF>を手に入れました,Acquired <item:FFFFFFFF>.
09030.pak0,0x10139D,"{16}{25}{BE}{C0}がありましたが
いっぱいで持てませんでした","Found {16}{25}{BE}{C0}, but
your inventory is full."
09030.pak0,0x1013D2,何もありません,Nothing here.
09030.pak0,0x1013E8,通常エントリー[改変現代],Normal [Altered Now]
09030.pak0,0x101401,看板テスト！改変,Sign Test Alter
09030.pak0,0x101412,蒼天都市ヴァンジェロ,Azure City Vangelo
09030.pak0,0x101427,紅蓮都市スペランツァ,Crimson Speranza
09030.pak0,0x10143C,黄昏都市レアルタ,Twilight Realta
09030.pak0,0x10144D,光のほこら,Shrine
09030.pak0,0x101458,未開の森,Wildwood
09030.pak0,0x101461,未開の森,Wildwood
09030.pak0,0x10146A,海岸の洞窟,Sea Cave
09030.pak0,0x101475,空中都市の残骸,Aeropolis Ruin
09031.pak0,0xD861F,いってらっしゃいませ,Have a good day.
09031.pak0,0xD8642,"ガルドになりますが
お泊まりになりますか？","Gald a night.
Would you like to stay?"
09031.pak0,0xD866C,お泊まりになりますか？,Stay the night?
09031.pak0,0xD868F,"　はい　
　いいえ　"," Yes 
 No "
09031.pak0,0xD86A3,ごゆっくりお休みください,Have a good night.
09031.pak0,0xD86BC,おはようございます,Good morning.
09031.pak0,0xD86CF,お金が足りません,Not enough Gald.
09031.pak0,0xD86E0,またのおこしをお待ちしております,See you again soon.
09031.pak0,0xD8761,{16}{25}{B6}{C0}を手に入れました,Acquired {16}{25}{B6}{C0}.
09031.pak0,0xD877D,<item:FFFFFFFF>を手に入れました,Acquired <item:FFFFFFFF>.
09031.pak0,0xD879A,"{16}{25}{BE}{C0}がありましたが
いっぱいで持てませんでした","Found {16}{25}{BE}{C0}, but
your inventory is full."
09031.pak0,0xD87CF,何もありません,Nothing here.
09031.pak0,0xD87E5,外殻ダンジョン,Shell Dungeon
09031.pak0,0xD87F4,通常エントリー[天地戦争],Normal [Great War]
09031.pak0,0xD880D,通常エントリー[天地戦争]デフォルト,Normal [Great War] Default
09031.pak0,0xD8830,看板テスト！天地,Sign Test War
09031.pak0,0xD8841,地上軍拠点,Er'ther
09031.pak0,0xD884C,地上軍拠点,Er'ther
09031.pak0,0xD8857,スパイラルケイブ,Spiral Cave
09031.pak0,0xD8868,物資保管所,Storehouse
09031.pak0,0xD8873,空中都市の残骸,Aeropolis Ruin
09031.pak0,0xD8882,ダイクロフト入口,Dycroft Entrance
09032.pak0,0xFFB1F,いってらっしゃいませ,Have a good day.
09032.pak0,0xFFB42,"ガルドになりますが
お泊まりになりますか？","Gald a night.
Would you like to stay?"
09032.pak0,0xFFB6C,お泊まりになりますか？,Stay the night?
09032.pak0,0xFFB8F,"　はい　
　いいえ　"," Yes 
 No "
09032.pak0,0xFFBA3,ごゆっくりお休みください,Have a good night.
09032.pak0,0xFFBBC,おはようございます,Good morning.
09032.pak0,0xFFBCF,お金が足りません,Not enough Gald.
09032.pak0,0xFFBE0,またのおこしをお待ちしております,See you again soon.
09032.pak0,0xFFC61,{16}{25}{B6}{C0}を手に入れました,Acquired {16}{25}{B6}{C0}.
09032.pak0,0xFFC7D,<item:FFFFFFFF>を手に入れました,Acquired <item:FFFFFFFF>.
09032.pak0,0xFFC9A,"{16}{25}{BE}{C0}がありましたが
いっぱいで持てませんでした","Found {16}{25}{BE}{C0}, but
your inventory is full."
09032.pak0,0xFFCCF,何もありません,Nothing here.
09032.pak0,0xFFD44,定期船イベントエントリー,Ferry Event Entry
09032.pak0,0xFFD5D,通常エントリー[最終現代],Normal [Final Era]
09032.pak0,0xFFD76,"西：大陸西部の坑道
　　（ノイシュタット方面）
北：リーネ","W: Western Mine
   (toward Neuestadt)
N: Lien"
09032.pak0,0xFFDAF,"西：オベロン社廃坑
南：ノイシュタット","W: Oberon Mine
S: Neuestadt"
09032.pak0,0xFFDD5,"西：ダリルシェイド
東：ラグナ遺跡","W: Darilsheid
E: Laguna Ruins"
09032.pak0,0xFFDF7,クレスタ～ダリルシェイド街道,Cresta-Darilsheid Road
09032.pak0,0xFFE14,ダリルシェイド,Darilsheid
09032.pak0,0xFFE23,"北：ハーメンツヴァレー
南：ダリルシェイド","N: Harmentz Valley
S: Darilsheid"
09032.pak0,0xFFE4D,"北：ハイデルベルグ
西：地上軍拠点跡地","N: Heidelberg
W: Er'ther Ruins"
09032.pak0,0xFFE73,"西：大陸西部の坑道
　　（ノイシュタット方面）
南：大陸北部の坑道","W: Western Mine
   (toward Neuestadt)
S: Northern Mine"
09032.pak0,0xFFEB4,これより北、ダリルシェイド,North: Darilsheid
09032.pak0,0xFFECF,"北：坑道南西出入口
西：ノイシュタット方面
東：リーネ方面","N: Mine SW Exit
W: toward Neuestadt
E: toward Lien"
09032.pak0,0xFFF08,クレスタの街,Cresta
09032.pak0,0xFFF15,デュナミス孤児院,Dunamis Home
09032.pak0,0xFFF26,クレスタの街,Cresta
09032.pak0,0xFFF33,ラグナ遺跡,Laguna
09032.pak0,0xFFF3E,古都ダリルシェイド,Old Darilsheid
09032.pak0,0xFFF51,古都ダリルシェイド,Old Darilsheid
09032.pak0,0xFFF64,地上軍拠点跡地,Er'ther Ruins
09032.pak0,0xFFF73,ハーメンツヴァレー,Harmentz Valley
09032.pak0,0xFFF86,ハーメンツヴァレー,Harmentz Valley
09032.pak0,0xFFF99,アイグレッテ・グランドバザール,Aigrette Grand Bazaar
09032.pak0,0xFFFB8,アイグレッテ・門前町,Aigrette - Gate Town
09032.pak0,0xFFFCD,アイグレッテ・門前町,Aigrette - Gate Town
09032.pak0,0xFFFE2,アイグレッテ港,Port Aigrette
09032.pak0,0xFFFF1,ハイデルベルグ,Heidelberg
09032.pak0,0x100000,ハイデルベルグ,Heidelberg
09032.pak0,0x10000F,ハイデルベルグ,Heidelberg
09032.pak0,0x10001E,ハイデルベルグ,Heidelberg
09032.pak0,0x10002D,ハイデルベルグ,Heidelberg
09032.pak0,0x10003C,リーネの村,Lienea
09032.pak0,0x100047,リーネの村,Lienea
09032.pak0,0x100052,大陸北部の坑道・北側出入口,Northern Mine - N Exit
09032.pak0,0x10006D,大陸北部の坑道・南側出入口,Northern Mine - S Exit
09032.pak0,0x100088,大陸西部の坑道・北東出入口,Western Mine - NE Exit
09032.pak0,0x1000A3,大陸西部の坑道・南東出入口,Western Mine - SE Exit
